"chr","start","end","details"
"chr17","76682754","76682754","BMI"
"chr12","12265611","12265611","BMI"
"chr2","25302008","25302008","BMI"
"chr3","52530999","52530999","BMI"
"chr7","29113944","29113944","BMI"
"chr10","127987273","127987273","BMI"
"chr16","3065132","3065132","BMI"
"chr10","124648236","124648236","BMI"
"chr16","70736701","70736701","BMI"
"chr7","100475658","100475658","BMI"
"chr17","2624986","2624986","BMI"
"chr17","40314812","40314812","BMI"
"chr12","89657190","89657190","BMI"
"chr1","203304565","203304565","BMI"
"chr11","68840154","68840154","BMI"
"chr5","31427593","31427593","BMI"
"chr2","218389865","218389865","BMI"
"chr16","1133462","1133462","BMI"
"chr10","122468962","122468962","BMI"
"chr5","172339025","172339025","BMI"
"chr14","91285387","91285387","BMI"
"chr4","52933224","52933224","BMI"
"chr1","234770025","234770025","BMI"
"chr16","56515845","56515845","BMI"
"chr3","125109279","125109279","BMI"
"chr16","57759816","57759816","BMI"
"chr22","38218789","38218789","BMI"
"chr17","48433030","48433030","BMI"
"chr21","42233124","42233124","BMI"
"chr16","68707845","68707845","BMI"
"chr14","23117677","23117677","BMI"
"chr5","120466327","120466327","BMI"
"chr16","30398587","30398587","BMI"
"chr3","184345709","184345709","BMI"
"chr3","54965764","54965764","BMI"
"chr19","46785006","46785006","BMI"
"chr9","133142368","133142368","BMI"
"chr17","81400891","81400891","BMI"
"chr11","30481389","30481389","BMI"
"chr3","192213137","192213137","BMI"
"chr3","142887976","142887976","BMI"
"chr16","89856131","89856131","BMI"
"chr7","5528231","5528231","BMI"
"chr19","11198963","11198963","BMI"
"chr3","17740396","17740396","BMI"
"chr17","4003380","4003380","BMI"
"chr17","34997754","34997754","BMI"
"chr21","42232594","42232594","BMI"
"chr3","40524594","40524594","BMI"
"chr1","9426880","9426880","BMI"
"chr7","101135736","101135736","BMI"
"chr13","48585631","48585631","BMI"
"chr15","78212709","78212709","BMI"
"chr6","32852252","32852252","BMI"
"chr14","23117373","23117373","BMI"
"chr21","42235146","42235146","BMI"
"chr3","181608918","181608918","BMI"
"chr3","129604935","129604935","BMI"
"chr7","142715243","142715243","BMI"
"chr9","33447034","33447034","BMI"
"chr16","50287907","50287907","BMI"
"chr2","38177121","38177121","BMI"
"chr6","143607377","143607377","BMI"
"chr14","89912336","89912336","BMI"
"chr7","30596222","30596222","BMI"
"chr17","77421083","77421083","BMI"
"chr20","916338","916338","BMI"
"chr11","128525555","128525555","BMI"
"chr2","144547316","144547316","BMI"
"chr10","24900937","24900937","BMI"
"chr3","197747135","197747135","BMI"
"chr19","46786354","46786354","BMI"
"chr16","8720650","8720650","BMI"
"chr14","24071026","24071026","BMI"
"chr6","35686586","35686586","BMI"
"chr1","11979928","11979928","BMI"
"chr1","78619901","78619901","BMI"
"chr7","105874773","105874773","BMI"
"chr12","130797116","130797116","BMI"
"chr1","32246636","32246636","BMI"
"chr16","11047143","11047143","BMI"
"chr10","114648623","114648623","BMI"
"chr1","16396737","16396737","BMI"
"chr11","14359372","14359372","BMI"
"chr6","37049093","37049093","BMI"
"chr1","248739466","248739466","BMI"
"chr2","231394912","231394912","BMI"
"chr14","56796651","56796651","BMI"
"chr19","4153367","4153367","BMI"
"chr14","21087444","21087444","BMI"
"chr7","74253067","74253067","BMI"
"chr17","78364713","78364713","BMI"
"chr12","96327035","96327035","BMI"
"chr20","19935213","19935213","BMI"
"chr4","127997680","127997680","BMI"
"chr10","72275812","72275812","BMI"
"chr17","82003738","82003738","BMI"
"chr2","102279252","102279252","BMI"
"chr19","10339266","10339266","BMI"
"chr6","148367929","148367929","BMI"
"chr2","150681479","150681479","BMI"
"chr17","56599234","56599234","BMI"
"chr5","1518064","1518064","BMI"
"chr5","373263","373263","BMI"
"chr1","2229610","2229610","BMI"
"chr5","75566877","75566877","BMI"
"chr16","30187049","30187049","BMI"
"chr16","89435980","89435980","BMI"
"chr11","63567136","63567136","BMI"
"chr15","52261974","52261974","BMI"
"chr17","49708949","49708949","BMI"
"chr16","69384303","69384303","BMI"
"chr21","42236477","42236477","BMI"
"chr12","53096568","53096568","BMI"
"chr6","44263568","44263568","BMI"
"chr17","2263289","2263289","BMI"
"chr1","47190331","47190331","BMI"
"chr5","139698944","139698944","BMI"
"chr4","138241654","138241654","BMI"
"chr12","40689788","40689788","BMI"
"chr16","1561972","1561972","BMI"
"chr16","87833227","87833227","BMI"
"chr6","28575893","28575893","BMI"
"chr15","63998608","63998608","BMI"
"chr6","139588504","139588504","BMI"
"chr1","159204372","159204372","BMI"
"chr1","155129912","155129912","BMI"
"chr4","6572753","6572753","BMI"
"chr6","33432751","33432751","BMI"
"chr10","100371255","100371255","BMI"
"chr16","87833090","87833090","BMI"
"chr19","1126343","1126343","BMI"
"chr19","10544946","10544946","BMI"
"chr3","102079298","102079298","BMI"
"chr15","31332381","31332381","BMI"
"chr18","47932327","47932327","BMI"
"chr1","2105204","2105204","BMI"
"chr14","50823418","50823418","BMI"
"chr16","79658457","79658457","BMI"
"chr10","72273062","72273062","BMI"
"chr22","31290111","31290111","BMI"
"chr6","41488703","41488703","BMI"
"chr16","89484066","89484066","BMI"
"chr11","35030841","35030841","BMI"
"chr16","85594042","85594042","BMI"
"chr11","128909713","128909713","BMI"
"chr10","102765104","102765104","BMI"
"chr7","2633563","2633563","BMI"
"chr20","59995078","59995078","BMI"
"chr8","142734488","142734488","BMI"
"chr14","76927522","76927522","BMI"
"chr8","42377280","42377280","BMI"
"chr22","49934338","49934338","BMI"
"chr1","2230447","2230447","BMI"
"chr2","180523811","180523811","BMI"
"chr17","2709112","2709112","BMI"
"chr3","181609337","181609337","BMI"
"chr14","23056511","23056511","BMI"
"chr17","74763143","74763143","BMI"
"chr11","2287359","2287359","BMI"
"chr10","110501109","110501109","BMI"
"chr15","70098696","70098696","BMI"
"chr15","44736072","44736072","BMI"
"chr17","78359065","78359065","BMI"
"chr11","77090958","77090958","BMI"
"chr12","6295211","6295211","BMI"
"chr8","144878836","144878836","BMI"
"chr1","205811784","205811784","BMI"
"chr3","197881683","197881683","BMI"
"chr15","25862263","25862263","BMI"
"chr3","55522169","55522169","BMI"
"chr1","156815121","156815121","BMI"
"chr14","91244697","91244697","BMI"
"chr19","10545010","10545010","BMI"
"chr6","42454019","42454019","BMI"
"chr14","73760738","73760738","BMI"
"chr11","1786103","1786103","BMI"
"chr6","31666825","31666825","BMI"
"chr7","883188","883188","BMI"
"chr17","78979975","78979975","BMI"
"chr19","49490608","49490608","BMI"
"chr7","75776649","75776649","BMI"
"chr7","156002058","156002058","BMI"
"chr3","78269127","78269127","BMI"
"chr7","48088645","48088645","BMI"
"chr1","111515682","111515682","BMI"
"chr11","128521599","128521599","BMI"
"chr15","88990350","88990350","BMI"
"chr20","916407","916407","BMI"
"chr11","86799873","86799873","BMI"
"chr10","80186789","80186789","BMI"
"chr5","171389538","171389538","BMI"
"chr17","59838356","59838356","BMI"
"chr14","92514883","92514883","BMI"
"chr12","96368531","96368531","BMI"
"chr19","1130966","1130966","BMI"
"chr6","43174276","43174276","BMI"
"chr1","156104344","156104344","BMI"
"chr7","157856057","157856057","BMI"
"chr1","51313983","51313983","BMI"
"chr15","93027723","93027723","BMI"
"chr3","185930780","185930780","BMI"
"chr3","102182390","102182390","BMI"
"chr6","31714105","31714105","BMI"
"chr11","1840790","1840790","BMI"
"chr7","30697940","30697940","BMI"
"chr2","8102685","8102685","BMI"
"chr17","40337570","40337570","BMI"
"chr6","30614043","30614043","BMI"
"chr3","151770218","151770218","BMI"
"chr11","45994761","45994761","BMI"
"chr9","136059802","136059802","BMI"
"chr3","11602156","11602156","BMI"
"chr2","85998479","85998479","BMI"
"chr9","129866719","129866719","BMI"
"chr10","8054855","8054855","BMI"
"chr2","46543678","46543678","BMI"
"chr7","5528260","5528260","BMI"
"chr13","113187405","113187405","BMI"
"chr6","131139993","131139993","BMI"
"chr9","136670635","136670635","BMI"
"chr1","119713369","119713369","BMI"
"chr6","135323267","135323267","BMI"
"chr7","4725681","4725681","BMI"
"chr9","70045166","70045166","BMI"
"chr2","98726222","98726222","BMI"
"chr8","128314146","128314146","BMI"
"chr2","98735087","98735087","BMI"
"chr17","47945443","47945443","BMI"
"chr3","72100363","72100363","BMI"
"chr17","42563204","42563204","BMI"
"chr22","25565556","25565556","BMI"
"chr2","128170398","128170398","BMI"
"chr6","33433737","33433737","BMI"
"chr1","96560515","96560515","BMI"
"chr3","35664669","35664669","BMI"
"chr1","85583240","85583240","BMI"
"chr12","121535966","121535966","BMI"
"chr4","57081569","57081569","BMI"
"chr11","128691780","128691780","BMI"
"chr7","140253317","140253317","BMI"
"chr1","3666769","3666769","BMI"
"chr14","68971550","68971550","BMI"
"chr18","58859363","58859363","BMI"
"chr5","151086314","151086314","BMI"
"chr8","141241276","141241276","BMI"
"chr2","37711497","37711497","BMI"
"chr8","42377206","42377206","BMI"
"chr12","123149612","123149612","BMI"
"chr10","72260670","72260670","BMI"
"chr19","6271949","6271949","BMI"
"chr17","19905765","19905765","BMI"
"chr19","42393086","42393086","BMI"
"chr10","3467518","3467518","BMI"
"chr7","106050366","106050366","BMI"
"chr17","82578338","82578338","BMI"
"chr11","68840269","68840269","BMI"
"chr11","9568884","9568884","BMI"
"chr2","101311747","101311747","BMI"
"chr2","43032369","43032369","BMI"
"chr2","10036621","10036621","BMI"
"chr5","393232","393232","BMI"
"chr5","10567793","10567793","BMI"
"chr1","52629221","52629221","BMI"
"chr6","166556764","166556764","BMI"
"chr10","102647233","102647233","BMI"
"chr1","31423615","31423615","BMI"
"chr1","228463652","228463652","BMI"
"chr1","54888033","54888033","BMI"
"chr17","37147032","37147032","BMI"
"chr8","143360677","143360677","BMI"
"chr3","168024912","168024912","BMI"
"chr6","43926902","43926902","BMI"
"chr8","308777","308777","BMI"
"chr17","78358540","78358540","BMI"
"chr3","67648881","67648881","BMI"
"chr3","99876410","99876410","BMI"
"chr5","115813492","115813492","BMI"
"chr19","1130867","1130867","BMI"
"chr14","35160105","35160105","BMI"
"chr12","88639503","88639503","BMI"
"chr1","37930662","37930662","BMI"
"chr1","31643550","31643550","BMI"
"chr17","82863950","82863950","BMI"
"chr7","105718624","105718624","BMI"
"chr17","81936635","81936635","BMI"
"chr13","79394081","79394081","BMI"
"chr17","7220675","7220675","BMI"
"chr3","111549204","111549204","BMI"
"chr10","13484193","13484193","BMI"
"chr13","38361830","38361830","BMI"
"chr14","20499267","20499267","BMI"
"chr6","15504692","15504692","BMI"
"chr7","102119231","102119231","BMI"
"chr10","99677063","99677063","BMI"
"chr2","146415414","146415414","BMI"
"chr4","112818014","112818014","BMI"
"chr2","74836711","74836711","BMI"
"chr12","89349109","89349109","BMI"
"chr2","231684514","231684514","BMI"
"chr1","59057321","59057321","BMI"
"chr14","92517301","92517301","BMI"
"chr6","31558117","31558117","BMI"
"chr3","189631534","189631534","BMI"
"chr7","28180975","28180975","BMI"
"chr2","85785102","85785102","BMI"
"chr3","58536962","58536962","BMI"
"chr12","14563976","14563976","BMI"
"chr1","172933911","172933911","BMI"
"chr10","62186454","62186454","BMI"
"chr22","39364160","39364160","BMI"
"chr6","33432766","33432766","BMI"
"chr4","80198319","80198319","BMI"
"chr12","93115361","93115361","BMI"
"chr3","3110354","3110354","BMI"
"chr7","30697445","30697445","BMI"
"chr22","30635057","30635057","BMI"
"chr2","8203580","8203580","BMI"
"chr1","203682951","203682951","BMI"
"chr10","100508789","100508789","BMI"
"chr20","59006423","59006423","BMI"
"chr10","113326344","113326344","BMI"
"chr3","48928178","48928178","BMI"
"chr7","102293262","102293262","BMI"
"chr6","15505221","15505221","BMI"
"chr14","95516919","95516919","BMI"
"chr17","59826183","59826183","BMI"
"chr5","172837978","172837978","BMI"
"chr6","33430900","33430900","BMI"
"chr10","74854870","74854870","BMI"
"chr3","78649001","78649001","BMI"
"chr1","113887409","113887409","BMI"
"chr17","75036914","75036914","BMI"
"chr12","109463278","109463278","BMI"
"chr17","42563226","42563226","BMI"
"chr6","32974652","32974652","BMI"
"chr3","129039944","129039944","BMI"
"chr1","156639731","156639731","BMI"
"chr19","11191549","11191549","BMI"
"chr10","3811476","3811476","BMI"
"chr19","46784782","46784782","BMI"
"chr19","56194064","56194064","BMI"
"chr2","73225685","73225685","BMI"
"chr7","25950115","25950115","BMI"
"chr3","195076409","195076409","BMI"
"chr10","72244313","72244313","BMI"
"chr11","66069272","66069272","BMI"
"chr5","140111310","140111310","BMI"
"chr4","173506564","173506564","BMI"
"chr1","198937365","198937365","BMI"
"chr4","55947694","55947694","BMI"
"chr10","24208014","24208014","BMI"
"chr17","78969325","78969325","BMI"
"chr13","40481354","40481354","BMI"
"chr17","21286456","21286456","BMI"
"chr15","40769786","40769786","BMI"
"chr11","67417125","67417125","BMI"
"chr12","69243387","69243387","BMI"
"chr19","38213875","38213875","BMI"
"chr12","121536241","121536241","BMI"
"chr19","44752539","44752539","BMI"
"chr16","69530722","69530722","BMI"
"chr13","40402541","40402541","BMI"
"chr10","103351401","103351401","BMI"
"chr3","15709508","15709508","BMI"
"chr16","85803784","85803784","BMI"
"chr19","41342229","41342229","BMI"
"chr16","50741377","50741377","BMI"
"chr17","78359121","78359121","BMI"
"chr21","32813617","32813617","BMI"
"chr16","89308705","89308705","BMI"
"chr7","40763688","40763688","BMI"
"chr1","116110778","116110778","BMI"
"chr1","16979303","16979303","BMI"
"chr17","3921128","3921128","BMI"
"chr19","41877880","41877880","BMI"
"chr4","153790411","153790411","BMI"
"chr6","127460728","127460728","BMI"
"chr11","2702914","2702914","BMI"
"chr1","78619565","78619565","BMI"
"chr16","50288163","50288163","BMI"
"chr4","2746299","2746299","BMI"
"chr14","63761962","63761962","BMI"
"chr2","172204525","172204525","BMI"
"chr1","27572246","27572246","BMI"
"chr18","26703720","26703720","BMI"
"chr6","149485596","149485596","BMI"
"chr20","63622405","63622405","BMI"
"chr5","9047099","9047099","BMI"
"chr22","39363859","39363859","BMI"
"chr7","130494647","130494647","BMI"
"chr12","124501038","124501038","BMI"
"chr1","3217856","3217856","BMI"
"chr19","31350255","31350255","BMI"
"chr2","28396227","28396227","BMI"
"chr1","159944401","159944401","BMI"
"chr8","141233044","141233044","BMI"
